,Country,EdLevel,YearsCodePro,Salary
80300,United States of America,Bachelor’s degree,2.0,80000.0
80301,Russian Federation,Bachelor’s degree,2.0,35856.0
80305,India,Bachelor’s degree,7.0,25128.0
80306,India,Master’s degree,14.0,37697.0
80307,Germany,Master’s degree,28.0,108098.0
80311,Turkey,Bachelor’s degree,4.0,29580.0
80316,Poland,Master’s degree,11.0,41004.0
80317,India,Bachelor’s degree,3.0,12500.0
80322,Russian Federation,Master’s degree,4.0,24540.0
80327,United Kingdom of Great Britain and Northern Ireland,Master’s degree,9.0,116333.0
80328,France,Master’s degree,5.0,42158.0
80332,United States of America,Bachelor’s degree,3.0,200000.0
80334,United States of America,Master’s degree,7.0,150000.0
80337,Netherlands,Bachelor’s degree,2.0,38916.0
80340,France,Master’s degree,3.0,37834.0
80341,India,Bachelor’s degree,3.0,11388.0
80343,Poland,Bachelor’s degree,4.0,30372.0
80350,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,14.0,60106.0
80352,Sweden,Post grad,5.0,40500.0
80353,Netherlands,Bachelor’s degree,3.0,38916.0
80355,Poland,Less than a Bachelors,5.0,24300.0
80361,France,Master’s degree,6.0,57292.0
80364,Netherlands,Less than a Bachelors,8.0,53832.0
80374,Poland,Master’s degree,5.0,39492.0
80375,United Kingdom of Great Britain and Northern Ireland,Master’s degree,26.0,129259.0
80379,Australia,Less than a Bachelors,0.5,33400.0
80385,Germany,Master’s degree,2.0,50806.0
80390,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,17.0,135722.0
80392,India,Bachelor’s degree,10.0,61432.0
80411,Switzerland,Bachelor’s degree,1.0,66072.0
80412,France,Bachelor’s degree,2.0,46482.0
80417,Germany,Bachelor’s degree,4.0,48644.0
80422,Poland,Bachelor’s degree,7.0,61236.0
80426,Italy,Less than a Bachelors,20.0,48644.0
80429,Germany,Bachelor’s degree,10.0,68748.0
80432,Poland,Less than a Bachelors,1.0,12144.0
80437,Russian Federation,Less than a Bachelors,1.0,11328.0
80440,Turkey,Bachelor’s degree,5.0,17748.0
80444,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,129259.0
80445,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,0.5,27144.0
80457,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,42656.0
80458,India,Bachelor’s degree,2.0,16752.0
80459,Sweden,Less than a Bachelors,3.0,44184.0
80464,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,135722.0
80465,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,6.0,36193.0
80470,Norway,Less than a Bachelors,4.0,57185.0
80476,Netherlands,Bachelor’s degree,3.0,30808.0
80485,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,38778.0
80495,United States of America,Bachelor’s degree,14.0,240000.0
80496,Poland,Master’s degree,3.0,20472.0
80503,Germany,Post grad,10.0,59676.0
80507,Sweden,Master’s degree,11.0,79776.0
80513,Germany,Master’s degree,14.0,59454.0
80514,Germany,Less than a Bachelors,4.0,47563.0
80517,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,77831.0
80528,United States of America,Bachelor’s degree,12.0,150000.0
80535,France,Post grad,6.0,24252.0
80538,France,Master’s degree,3.0,41077.0
80539,France,Master’s degree,2.0,47563.0
80541,Italy,Post grad,2.0,25944.0
80544,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,5.0,73678.0
80545,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,82726.0
80546,Germany,Less than a Bachelors,3.0,38916.0
80548,Italy,Bachelor’s degree,1.0,18156.0
80549,Brazil,Less than a Bachelors,3.0,19236.0
80554,France,Bachelor’s degree,5.0,35028.0
80557,France,Bachelor’s degree,2.0,32424.0
80558,France,Post grad,12.0,38916.0
80561,Switzerland,Master’s degree,4.0,85385.0
80569,Germany,Post grad,3.0,34591.0
80578,Italy,Master’s degree,25.0,64859.0
80581,Germany,Bachelor’s degree,5.0,86478.0
80583,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,77556.0
80586,France,Master’s degree,9.0,86478.0
80587,Australia,Bachelor’s degree,3.0,90193.0
80590,Netherlands,Less than a Bachelors,4.0,45396.0
80593,Spain,Master’s degree,6.0,43239.0
80602,India,Bachelor’s degree,10.0,41885.0
80606,Germany,Bachelor’s degree,7.0,64859.0
80613,India,Less than a Bachelors,1.0,12566.0
80623,Australia,Less than a Bachelors,5.0,86853.0
80626,Germany,Master’s degree,4.0,61616.0
80638,Australia,Bachelor’s degree,19.0,66810.0
80648,Poland,Master’s degree,2.0,27336.0
80649,United States of America,Bachelor’s degree,7.0,115000.0
80653,Poland,Master’s degree,17.0,57708.0
80654,Germany,Master’s degree,5.0,53184.0
80655,Poland,Bachelor’s degree,2.0,27336.0
80656,France,Master’s degree,5.0,43239.0
80662,United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,109871.0
80673,Norway,Bachelor’s degree,1.0,75527.0
80681,Germany,Bachelor’s degree,6.0,54049.0
80683,Poland,Master’s degree,4.0,21264.0
80684,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,4.0,28230.0
80686,France,Master’s degree,12.0,43239.0
80691,India,Bachelor’s degree,17.0,29320.0
80692,India,Bachelor’s degree,3.0,25131.0
80694,India,Bachelor’s degree,0.5,22688.0
80698,Germany,Bachelor’s degree,0.5,50806.0
80700,Russian Federation,Master’s degree,15.0,60396.0
80701,India,Bachelor’s degree,4.0,33159.0
80703,Netherlands,Bachelor’s degree,0.5,34764.0
80704,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,5.0,60493.0
80705,Germany,Master’s degree,3.0,63778.0
80717,Netherlands,Master’s degree,6.0,58368.0
80718,India,Bachelor’s degree,6.0,50262.0
80719,India,Bachelor’s degree,0.5,13962.0
80721,Canada,Less than a Bachelors,12.0,170170.0
80722,Israel,Bachelor’s degree,15.0,122578.0
80725,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,3.0,21600.0
80726,Germany,Less than a Bachelors,1.0,36753.0
80727,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,58167.0
80728,Sweden,Master’s degree,4.0,92049.0
80730,India,Bachelor’s degree,9.0,20943.0
80735,Israel,Master’s degree,6.0,147096.0
80738,Norway,Bachelor’s degree,1.0,53948.0
80741,Russian Federation,Less than a Bachelors,10.0,18612.0
80743,Netherlands,Bachelor’s degree,4.0,34380.0
80745,India,Bachelor’s degree,3.0,23735.0
80747,Germany,Less than a Bachelors,0.5,27240.0
80750,India,Bachelor’s degree,9.0,60000.0
80751,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,40070.0
80754,Germany,Master’s degree,10.0,86478.0
80756,Germany,Bachelor’s degree,6.0,70264.0
80757,Sweden,Bachelor’s degree,10.0,54000.0
80760,Spain,Bachelor’s degree,3.0,32429.0
80764,India,Bachelor’s degree,6.0,16752.0
80765,United Kingdom of Great Britain and Northern Ireland,Post grad,15.0,31020.0
80767,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,51704.0
80770,Netherlands,Master’s degree,8.0,70264.0
80771,Germany,Less than a Bachelors,10.0,123232.0
80772,Brazil,Less than a Bachelors,10.0,13740.0
80779,India,Bachelor’s degree,7.0,20000.0
80780,Poland,Master’s degree,3.0,24300.0
80782,India,Bachelor’s degree,8.0,26527.0
80783,Germany,Post grad,5.0,75669.0
80790,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,155111.0
80792,India,Master’s degree,6.0,33508.0
80794,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,2.0,28230.0
80801,Australia,Less than a Bachelors,2.0,50100.0
80805,Germany,Bachelor’s degree,3.0,86478.0
80807,Spain,Bachelor’s degree,1.0,24720.0
80810,Germany,Master’s degree,5.0,49296.0
80811,France,Master’s degree,10.0,64859.0
80815,Australia,Bachelor’s degree,6.0,76831.0
80819,India,Bachelor’s degree,2.0,10611.0
80823,Germany,Less than a Bachelors,17.0,36972.0
80826,India,Bachelor’s degree,9.0,20943.0
80835,Israel,Bachelor’s degree,5.0,105072.0
80851,United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,149941.0
80852,Poland,Less than a Bachelors,5.0,17004.0
80855,United States of America,Master’s degree,47.0,200000.0
80857,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,20.0,96945.0
80864,Germany,Master’s degree,6.0,53000.0
80866,India,Bachelor’s degree,12.0,41885.0
80870,Turkey,Bachelor’s degree,7.0,45360.0
80882,Germany,Bachelor’s degree,2.0,59454.0
80883,Brazil,Post grad,14.0,19236.0
80886,United States of America,Bachelor’s degree,33.0,230000.0
80889,Poland,Master’s degree,3.0,37968.0
80891,France,Bachelor’s degree,8.0,58373.0
80893,Germany,Bachelor’s degree,7.0,39360.0
80895,Germany,Less than a Bachelors,20.0,51888.0
80897,Germany,Less than a Bachelors,0.5,12972.0
80900,India,Bachelor’s degree,6.0,11724.0
80902,Germany,Master’s degree,24.0,54049.0
80908,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,14.0,60752.0
80914,Germany,Less than a Bachelors,0.5,38915.0
80916,Poland,Master’s degree,5.0,30372.0
80918,India,Bachelor’s degree,4.0,15358.0
80921,India,Bachelor’s degree,11.0,41885.0
80924,Israel,Bachelor’s degree,10.0,199632.0
80925,United States of America,Bachelor’s degree,16.0,84000.0
80926,Brazil,Bachelor’s degree,4.0,24052.0
80929,Spain,Master’s degree,9.0,61616.0
80930,India,Bachelor’s degree,1.0,16754.0
80932,Switzerland,Bachelor’s degree,3.0,91488.0
80933,United States of America,Bachelor’s degree,19.0,135000.0
80935,Netherlands,Bachelor’s degree,8.0,54480.0
80936,Canada,Less than a Bachelors,3.0,36303.0
80940,Spain,Less than a Bachelors,5.0,19452.0
80942,India,Bachelor’s degree,1.0,10374.0
80944,Germany,Bachelor’s degree,7.0,58368.0
80948,India,Bachelor’s degree,2.0,10056.0
80949,United States of America,Bachelor’s degree,3.0,69600.0
80951,France,Master’s degree,15.0,57292.0
80952,Germany,Bachelor’s degree,14.0,129720.0
80956,United States of America,Bachelor’s degree,9.0,120000.0
80959,Switzerland,Post grad,1.0,85380.0
80974,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,27144.0
80980,India,Bachelor’s degree,6.0,16754.0
80981,Israel,Bachelor’s degree,22.0,140088.0
80982,United States of America,Bachelor’s degree,8.0,150400.0
80984,Netherlands,Bachelor’s degree,6.0,75669.0
80991,Canada,Post grad,10.0,79413.0
80997,France,Master’s degree,4.0,44320.0
80998,Poland,Master’s degree,5.0,33408.0
81009,Germany,Master’s degree,5.0,59454.0
81014,India,Bachelor’s degree,1.0,83772.0
81020,United States of America,Bachelor’s degree,20.0,87000.0
81023,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,17.0,84019.0
81027,Germany,Less than a Bachelors,25.0,45396.0
81030,United States of America,Bachelor’s degree,10.0,130000.0
81033,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,5.0,42656.0
81036,Netherlands,Master’s degree,8.0,61292.0
81044,United States of America,Bachelor’s degree,3.0,107000.0
81050,Germany,Post grad,30.0,77831.0
81058,France,Master’s degree,0.5,22932.0
81062,Russian Federation,Bachelor’s degree,3.0,14340.0
81067,Poland,Master’s degree,5.0,21960.0
81070,United States of America,Bachelor’s degree,9.0,120000.0
81073,Germany,Master’s degree,5.0,52536.0
81074,Netherlands,Less than a Bachelors,6.0,51887.0
81075,Germany,Bachelor’s degree,4.0,42156.0
81076,United States of America,Master’s degree,10.0,170000.0
81079,Brazil,Bachelor’s degree,10.0,38942.0
81080,Canada,Bachelor’s degree,28.0,96808.0
81084,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,71093.0
81087,United States of America,Bachelor’s degree,4.0,106000.0
81096,Germany,Less than a Bachelors,5.0,42804.0
81098,United States of America,Bachelor’s degree,0.5,61000.0
81103,Norway,Master’s degree,4.0,60421.0
81106,United States of America,Less than a Bachelors,0.5,40000.0
81107,United States of America,Bachelor’s degree,15.0,200000.0
81109,France,Master’s degree,9.0,45401.0
81114,Canada,Bachelor’s degree,20.0,83194.0
81116,United States of America,Bachelor’s degree,3.0,95000.0
81118,India,Bachelor’s degree,6.0,25128.0
81122,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,82726.0
81126,Sweden,Bachelor’s degree,3.0,44796.0
81129,Italy,Less than a Bachelors,20.0,32429.0
81133,United States of America,Less than a Bachelors,41.0,165000.0
81135,France,Master’s degree,6.0,64859.0
81136,Canada,Bachelor’s degree,3.0,43110.0
81139,Germany,Master’s degree,4.0,54049.0
81142,Germany,Master’s degree,8.0,60535.0
81145,Netherlands,Less than a Bachelors,24.0,58368.0
81147,United States of America,Bachelor’s degree,14.0,95000.0
81150,United States of America,Master’s degree,2.0,95000.0
81152,United States of America,Less than a Bachelors,23.0,110000.0
81153,Spain,Bachelor’s degree,20.0,64859.0
81156,United States of America,Bachelor’s degree,23.0,149000.0
81159,United States of America,Bachelor’s degree,5.0,110000.0
81160,Germany,Bachelor’s degree,6.0,48104.0
81162,United States of America,Master’s degree,8.0,80000.0
81166,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,43948.0
81168,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,80141.0
81172,United States of America,Bachelor’s degree,6.0,90000.0
81175,United States of America,Master’s degree,28.0,92500.0
81180,France,Master’s degree,2.0,91484.0
81181,United States of America,Bachelor’s degree,1.0,108250.0
81184,Canada,Bachelor’s degree,4.0,77522.0
81185,United States of America,Bachelor’s degree,14.0,114000.0
81189,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,7.0,45241.0
81190,United Kingdom of Great Britain and Northern Ireland,Master’s degree,7.0,64630.0
81193,Switzerland,Post grad,5.0,75220.0
81196,Germany,Bachelor’s degree,7.0,59454.0
81197,Switzerland,Bachelor’s degree,3.0,87418.0
81200,Netherlands,Bachelor’s degree,11.0,91883.0
81202,Spain,Bachelor’s degree,2.0,20539.0
81204,United States of America,Bachelor’s degree,5.0,122500.0
81205,United Kingdom of Great Britain and Northern Ireland,Post grad,4.0,41363.0
81210,Sweden,Less than a Bachelors,5.0,54000.0
81211,France,Post grad,16.0,32424.0
81212,United States of America,Bachelor’s degree,7.0,200000.0
81213,France,Less than a Bachelors,5.0,34380.0
81217,United States of America,Bachelor’s degree,2.0,53000.0
81218,United States of America,Bachelor’s degree,36.0,188000.0
81221,Spain,Less than a Bachelors,6.0,54564.0
81223,India,Bachelor’s degree,9.0,50960.0
81227,United States of America,Master’s degree,15.0,77000.0
81228,Germany,Master’s degree,0.5,58368.0
81232,Germany,Master’s degree,5.0,59454.0
81235,Germany,Post grad,6.0,78912.0
81238,United States of America,Less than a Bachelors,5.0,75000.0
81240,United States of America,Post grad,27.0,84000.0
81241,Netherlands,Post grad,2.0,36324.0
81251,United States of America,Bachelor’s degree,1.0,40000.0
81254,Poland,Master’s degree,7.0,36444.0
81256,Netherlands,Master’s degree,6.0,53184.0
81258,United Kingdom of Great Britain and Northern Ireland,Master’s degree,11.0,168037.0
81261,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,9.0,48084.0
81262,Switzerland,Post grad,4.0,69121.0
81263,Spain,Bachelor’s degree,8.0,59454.0
81264,United States of America,Master’s degree,15.0,103724.0
81265,United States of America,Bachelor’s degree,1.0,80000.0
81268,United States of America,Bachelor’s degree,24.0,248550.0
81273,United States of America,Bachelor’s degree,40.0,115000.0
81274,United States of America,Less than a Bachelors,21.0,120000.0
81276,India,Master’s degree,8.0,60035.0
81277,United States of America,Master’s degree,15.0,210000.0
81281,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,2.0,40070.0
81285,France,Master’s degree,3.0,47563.0
81288,France,Master’s degree,2.0,38915.0
81291,United States of America,Master’s degree,5.0,80000.0
81292,United States of America,Master’s degree,10.0,120000.0
81295,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,12.0,56874.0
81300,United States of America,Bachelor’s degree,1.0,80000.0
81304,France,Master’s degree,4.0,39768.0
81306,India,Bachelor’s degree,3.0,16754.0
81307,India,Bachelor’s degree,7.0,12566.0
81312,Germany,Less than a Bachelors,31.0,108098.0
81313,Canada,Less than a Bachelors,7.0,61715.0
81314,United States of America,Bachelor’s degree,10.0,108000.0
81315,United States of America,Bachelor’s degree,1.0,60000.0
81316,United States of America,Less than a Bachelors,3.0,41000.0
81318,Italy,Less than a Bachelors,9.0,16212.0
81319,United States of America,Bachelor’s degree,20.0,150000.0
81320,France,Master’s degree,2.0,30267.0
81323,United Kingdom of Great Britain and Northern Ireland,Post grad,8.0,46533.0
81326,India,Bachelor’s degree,26.0,83770.0
81327,Netherlands,Master’s degree,10.0,61620.0
81329,United States of America,Post grad,6.0,126750.0
81332,Spain,Bachelor’s degree,12.0,32472.0
81333,Canada,Master’s degree,8.0,131598.0
81334,Spain,Less than a Bachelors,10.0,43239.0
81343,Israel,Bachelor’s degree,5.0,132000.0
81347,United States of America,Master’s degree,36.0,180000.0
81348,United States of America,Bachelor’s degree,5.0,82500.0
81351,Germany,Bachelor’s degree,1.0,103774.0
81352,United States of America,Less than a Bachelors,21.0,160000.0
81355,United States of America,Bachelor’s degree,14.0,110000.0
81356,Brazil,Less than a Bachelors,10.0,35736.0
81357,United States of America,Bachelor’s degree,32.0,145000.0
81361,Turkey,Bachelor’s degree,18.0,33528.0
81363,United States of America,Bachelor’s degree,2.0,80000.0
81364,Netherlands,Master’s degree,9.0,124313.0
81368,United States of America,Less than a Bachelors,30.0,140000.0
81372,Italy,Less than a Bachelors,13.0,33732.0
81374,United States of America,Bachelor’s degree,8.0,148000.0
81376,United States of America,Less than a Bachelors,6.0,110000.0
81379,India,Bachelor’s degree,6.0,17089.0
81387,United States of America,Master’s degree,4.0,220000.0
81388,United States of America,Master’s degree,5.0,240000.0
81390,United States of America,Bachelor’s degree,0.5,88000.0
81399,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,64630.0
81403,United States of America,Bachelor’s degree,10.0,110000.0
81415,Canada,Less than a Bachelors,15.0,68068.0
81417,United States of America,Bachelor’s degree,10.0,120000.0
81418,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,116333.0
81425,India,Master’s degree,2.0,16752.0
81431,India,Bachelor’s degree,5.0,33504.0
81435,Canada,Less than a Bachelors,7.0,52942.0
81437,United States of America,Bachelor’s degree,3.0,95000.0
81439,United States of America,Bachelor’s degree,7.0,112000.0
81440,Spain,Master’s degree,3.0,20760.0
81441,United States of America,Less than a Bachelors,20.0,84000.0
81442,Brazil,Bachelor’s degree,10.0,25198.0
81444,Russian Federation,Less than a Bachelors,1.0,11328.0
81446,United States of America,Bachelor’s degree,0.5,35000.0
81447,Canada,Bachelor’s degree,23.0,132355.0
81450,United States of America,Bachelor’s degree,28.0,115000.0
81456,France,Post grad,10.0,54049.0
81457,Germany,Master’s degree,10.0,81074.0
81462,Canada,Bachelor’s degree,15.0,75631.0
81464,United States of America,Bachelor’s degree,4.0,80000.0
81466,Brazil,Bachelor’s degree,2.0,16488.0
81468,India,Bachelor’s degree,6.0,20105.0
81473,India,Bachelor’s degree,15.0,26808.0
81474,United States of America,Bachelor’s degree,7.0,130000.0
81475,United States of America,Post grad,5.0,113362.0
81476,Canada,Less than a Bachelors,3.0,49160.0
81478,United States of America,Master’s degree,1.0,77000.0
81480,United States of America,Less than a Bachelors,10.0,55000.0
81481,Canada,Less than a Bachelors,2.0,20600.0
81483,United States of America,Bachelor’s degree,9.0,214000.0
81486,United States of America,Master’s degree,15.0,183000.0
81487,Germany,Master’s degree,5.0,97288.0
81488,Canada,Bachelor’s degree,3.0,45379.0
81489,United States of America,Less than a Bachelors,5.0,200000.0
81491,Germany,Bachelor’s degree,2.0,22056.0
81492,Canada,Less than a Bachelors,18.0,94539.0
81494,United States of America,Bachelor’s degree,2.0,80000.0
81497,Sweden,Post grad,12.0,70164.0
81501,United States of America,Master’s degree,4.0,35000.0
81516,Brazil,Less than a Bachelors,3.0,11544.0
81517,United States of America,Master’s degree,8.0,180000.0
81518,Russian Federation,Bachelor’s degree,13.0,188731.0
81524,United States of America,Bachelor’s degree,1.0,100000.0
81526,United States of America,Bachelor’s degree,7.0,58000.0
81528,United States of America,Post grad,5.0,98000.0
81531,Russian Federation,Bachelor’s degree,20.0,43404.0
81533,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,33322.0
81536,Germany,Post grad,3.0,35028.0
81538,United States of America,Bachelor’s degree,8.0,160000.0
81540,Norway,Less than a Bachelors,22.0,105936.0
81542,United States of America,Bachelor’s degree,2.0,105000.0
81545,Italy,Less than a Bachelors,6.0,18156.0
81548,Poland,Master’s degree,17.0,66828.0
81551,United States of America,Master’s degree,8.0,130000.0
81554,United States of America,Bachelor’s degree,19.0,85000.0
81555,Spain,Post grad,22.0,35028.0
81558,United States of America,Bachelor’s degree,5.0,70000.0
81562,United States of America,Master’s degree,6.0,110000.0
81565,United States of America,Master’s degree,8.0,228881.0
81571,United States of America,Bachelor’s degree,3.0,108000.0
81574,Germany,Less than a Bachelors,4.0,72426.0
81577,United States of America,Less than a Bachelors,33.0,82820.0
81580,United States of America,Master’s degree,8.0,135000.0
81581,United States of America,Master’s degree,21.0,175000.0
81585,United States of America,Less than a Bachelors,20.0,125000.0
81587,United States of America,Bachelor’s degree,16.0,127000.0
81588,United States of America,Master’s degree,3.0,100000.0
81595,Turkey,Bachelor’s degree,1.0,10380.0
81596,United States of America,Post grad,6.0,85000.0
81599,United States of America,Master’s degree,2.0,72000.0
81600,Turkey,Master’s degree,9.0,80000.0
81605,United States of America,Bachelor’s degree,7.0,71000.0
81606,Sweden,Post grad,17.0,55296.0
81610,Switzerland,Master’s degree,7.0,127061.0
81612,Germany,Post grad,1.0,64859.0
81614,United States of America,Bachelor’s degree,10.0,80000.0
81615,Brazil,Master’s degree,12.0,12648.0
81617,Spain,Less than a Bachelors,2.0,23782.0
81619,Sweden,Post grad,4.0,33732.0
81639,United States of America,Master’s degree,9.0,112320.0
81643,United States of America,Bachelor’s degree,1.0,70000.0
81647,United States of America,Less than a Bachelors,22.0,122400.0
81650,Canada,Post grad,8.0,90758.0
81652,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,58167.0
81653,United States of America,Less than a Bachelors,10.0,130000.0
81654,United States of America,Less than a Bachelors,1.0,75000.0
81656,United States of America,Post grad,13.0,55000.0
81657,Germany,Post grad,15.0,38916.0
81664,United States of America,Master’s degree,6.0,117000.0
81665,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,33607.0
81666,Germany,Master’s degree,11.0,75669.0
81669,United States of America,Bachelor’s degree,3.0,76628.0
81671,Brazil,Bachelor’s degree,6.0,27492.0
81672,United States of America,Bachelor’s degree,5.0,70000.0
81686,Poland,Master’s degree,3.0,45564.0
81689,United States of America,Bachelor’s degree,12.0,100000.0
81690,United States of America,Bachelor’s degree,7.0,126000.0
81696,United States of America,Less than a Bachelors,7.0,110000.0
81699,Poland,Master’s degree,7.0,33408.0
81700,Sweden,Master’s degree,6.0,83872.0
81702,United States of America,Bachelor’s degree,8.0,135000.0
81706,United States of America,Bachelor’s degree,9.0,95000.0
81708,United States of America,Bachelor’s degree,5.0,110000.0
81710,Brazil,Master’s degree,10.0,46728.0
81711,United States of America,Less than a Bachelors,17.0,124000.0
81712,United States of America,Bachelor’s degree,5.0,77000.0
81713,United States of America,Bachelor’s degree,3.0,146000.0
81714,United States of America,Less than a Bachelors,33.0,122000.0
81715,United States of America,Bachelor’s degree,7.0,118000.0
81720,United States of America,Bachelor’s degree,1.0,84000.0
81721,United States of America,Bachelor’s degree,31.0,110000.0
81722,United States of America,Bachelor’s degree,5.0,80000.0
81726,United States of America,Bachelor’s degree,3.0,110000.0
81727,United States of America,Less than a Bachelors,14.0,146000.0
81729,Brazil,Bachelor’s degree,2.0,11453.0
81731,Germany,Bachelor’s degree,6.0,22056.0
81733,United States of America,Bachelor’s degree,4.0,100000.0
81736,United States of America,Master’s degree,35.0,120000.0
81737,United States of America,Master’s degree,10.0,190000.0
81743,United States of America,Master’s degree,3.0,21000.0
81747,United States of America,Bachelor’s degree,2.0,150000.0
81750,Canada,Master’s degree,26.0,75631.0
81753,United States of America,Master’s degree,5.0,105000.0
81758,Switzerland,Post grad,1.0,40248.0
81761,France,Master’s degree,5.0,63778.0
81763,United States of America,Bachelor’s degree,2.0,120000.0
81764,Russian Federation,Bachelor’s degree,4.0,13212.0
81766,United States of America,Master’s degree,19.0,66000.0
81773,Canada,Less than a Bachelors,0.5,37800.0
81775,United States of America,Bachelor’s degree,6.0,50000.0
81776,United States of America,Master’s degree,6.0,64000.0
81777,Brazil,Less than a Bachelors,2.0,11820.0
81778,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,90482.0
81783,United States of America,Bachelor’s degree,5.0,111500.0
81785,United States of America,Less than a Bachelors,8.0,45000.0
81786,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,3.0,46533.0
81790,United States of America,Post grad,18.0,60000.0
81793,United States of America,Bachelor’s degree,5.0,130000.0
81797,United States of America,Less than a Bachelors,3.0,170000.0
81798,United States of America,Less than a Bachelors,31.0,125000.0
81799,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,56228.0
81800,Israel,Master’s degree,8.0,112068.0
81803,United States of America,Master’s degree,35.0,160000.0
81804,United States of America,Bachelor’s degree,6.0,160000.0
81806,United States of America,Bachelor’s degree,7.0,150000.0
81807,Brazil,Bachelor’s degree,9.0,31608.0
81809,United States of America,Master’s degree,9.0,175000.0
81811,United States of America,Bachelor’s degree,12.0,46000.0
81815,Germany,Bachelor’s degree,5.0,91883.0
81816,Germany,Post grad,7.0,216196.0
81817,United States of America,Bachelor’s degree,24.0,185000.0
81820,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,5.0,86604.0
81823,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,7.0,64630.0
81828,Germany,Bachelor’s degree,14.0,91883.0
81829,United States of America,Bachelor’s degree,6.0,93500.0
81830,United States of America,Bachelor’s degree,3.0,82000.0
81834,United States of America,Master’s degree,8.0,200000.0
81837,Canada,Bachelor’s degree,5.0,54455.0
81839,United States of America,Less than a Bachelors,5.0,52000.0
81844,United States of America,Less than a Bachelors,0.5,40000.0
81848,Canada,Bachelor’s degree,9.0,230000.0
81849,United States of America,Bachelor’s degree,4.0,100000.0
81859,United States of America,Less than a Bachelors,8.0,130000.0
81860,United States of America,Bachelor’s degree,3.0,80000.0
81861,United States of America,Bachelor’s degree,7.0,75000.0
81863,Canada,Bachelor’s degree,3.0,52942.0
81864,United States of America,Master’s degree,3.0,150000.0
81865,United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,19389.0
81867,Brazil,Bachelor’s degree,5.0,13740.0
81868,Australia,Master’s degree,3.0,47769.0
81871,United States of America,Master’s degree,13.0,120000.0
81875,United States of America,Bachelor’s degree,10.0,135000.0
81878,United States of America,Bachelor’s degree,22.0,150000.0
81881,Italy,Less than a Bachelors,2.0,28105.0
81886,Australia,Bachelor’s degree,0.5,53448.0
81892,United Kingdom of Great Britain and Northern Ireland,Master’s degree,13.0,113265.0
81893,United States of America,Less than a Bachelors,0.5,35000.0
81894,United Kingdom of Great Britain and Northern Ireland,Master’s degree,29.0,93067.0
81895,United States of America,Bachelor’s degree,16.0,115000.0
81899,United States of America,Less than a Bachelors,20.0,200000.0
81902,Australia,Bachelor’s degree,25.0,90193.0
81906,United States of America,Bachelor’s degree,16.0,110000.0
